,index,Unnamed: 0,abstract,president
3169,1159,1159,Her pivot is seen as a recognition of the realities of today’s Republican Party — there is little future after separating yourself from the president.,Trump
3170,1160,1160,"If combat is the sincerest form of flattery in politics, Pete Buttigieg had some reason to be flattered on the Atlanta stage.",Trump
3171,1161,1161,Chief Petty Officer Edward Gallagher is expected to be formally notified of the action on Wednesday.,Trump
3172,1162,1162,A top envoy’s testimony places Secretary of State Mike Pompeo at the center of the nation’s biggest foreign policy controversy in nearly two decades.,Trump
3173,1163,1163,"As Congress takes its Thanksgiving break, we’re looking at the next steps in impeachment.",Trump
3174,1164,1164,"A former top White House adviser viewed Mr. Sondland, a Trump donor and the ambassador to the European Union, as a risk because he was so unprepared for his job.",Trump
3175,1165,1165,"A former asylum officer says “remain in Mexico” and other policies undermining asylum aren’t just racist, they’re illegal.",Trump
3176,1166,1166,"A former asylum officer says “remain in Mexico” and other policies undermining asylum aren’t just racist, they’re illegal.",Trump
3177,1167,1167,"The president’s unpredictability and demands of China are complicating an end to the long-running dispute, experts say.",Trump
3178,1168,1168,"The United States ambassador to the European Union told the impeachment inquiry his efforts to press Ukraine to announce investigations were ordered by President Trump, and top officials knew.",Trump
3179,1169,1169,"Kurt D. Volker, the former special envoy to Ukraine, and Timothy Morrison, a former top National Security Council official will deliver testimony to the impeachment inquiry. Lt. Col. Alexander S. Vindman and Jennifer Williams testified earlier.",Trump
3180,1170,1170,"A longtime Republican staff member on Capitol Hill, Mr. Morrison is seen by his party as a compelling witness as impeachment hearings move into their second week.",Trump
3181,1171,1171,It seems clear to me that the president of Ukraine was subjected to a shakedown.,Trump
3182,1172,1172,"Lt. Col. Alexander S. Vindman, the top Ukraine expert at the White House, delivered opening remarks to the House Intelligence Committee.",Trump
3183,1173,1173,An upstate Republican and a Hudson Valley Democrat play roles in the Washington hearings.  ,Trump
3184,1174,1174,Representative Jim Himes read President Trump’s tweet attacking Jennifer Williams’ loyalty.,Trump
3185,1175,1175,A war-crimes investigation pitted the commander in chief against the military. This is how a presidential intervention resulted in a rare resignation — upending the Navy.,Trump
3186,1176,1176,The video was shown at a conference attended by Donald Trump Jr. and Sarah Huckabee Sanders. They said they did not see it.,Trump
3187,1177,1177,John Roberts blocked an appeals court ruling requiring disclosure of the records while the Supreme Court considers how to proceed.,Trump
3188,1178,1178,Advisers say the president pulled back from proposed restrictions intended to curb teenage vaping after he was warned of the political fallout among voters.,Trump
3189,1179,1179,Trevor Noah joked of President Trump’s unannounced visit: “Was it a health emergency or did he need to get a marble removed from his nose again?”,Trump
3190,1180,1180,Inside a strategy to leverage damaging information on Joe Biden from foreign citizens who were politically powerful — and legally vulnerable.,Trump
3191,1181,1181,"Ms. Williams, a veteran Foreign Service officer, testified that she found President Trump’s call with Ukraine’s president “unusual and inappropriate.”",Trump
3192,1182,1182,"The authorities are seeking more information about Lev Parnas and Igor Fruman, who worked with Rudy Giuliani in Ukraine and have been charged with campaign finance violations.",Trump
3193,1183,1183,"President Trump and his Chinese counterpart, Xi Jinping, agreed to a compromise on trade in recent days as they feel political pressures at home and face weakening economies.",Trump
3194,1184,1184,"The president has made a habit of criticizing the chair of the Federal Reserve, Jerome H. Powell, whom he picked to lead the central bank.",Trump
3195,1185,1185,The top Republican on the House Intelligence Committee called the reports that he met with a former Ukrainian prosecutor part of a criminal campaign against him by a “totally corrupt” news media.,Trump
3196,1186,1186,"Chief Petty Officer Edward Gallagher, who was acquitted of serious war crimes but convicted of a minor charge, has the support of President Trump against the Navy’s efforts to punish him.",Trump
3197,1187,1187,Secretary of State Mike Pompeo said the police and protesters should refrain from violence. Senator Mitch McConnell said President Trump should make forceful statements on Hong Kong.,Trump
3198,1188,1188,"Richard Spencer, the Navy secretary, differed in his private and public statements, the defense secretary said. Others said he angered President Trump by publicly disagreeing with him and threatening to resign.",Trump
3199,1189,1189,President Trump’s former press secretary has returned to Arkansas a bona fide star eager to play a new role in a post-Trump Republican Party.,Trump
3200,1190,1190,"The nominee, Dr. Stephen M. Hahn, said the decision to restrict flavors would not be his, if confirmed, because it was already under final review by the White House.",Trump
3201,1191,1191,The foreign policy question (deep) underneath impeachment.,Trump
3202,1192,1192,Staff members in the regional office said they had no advance knowledge of a wide-ranging agency complaint against the state and described the process as highly unusual.,Trump
3203,1193,1193,The White House said that the president wanted to get a head start on portions of his annual physical exam and that he was in good health.,Trump
3204,1194,1194,"With Gordon Sondland prepared to testify this week, Republicans backed away from complaints about secondhand information and instead offered a blunter defense: The president did nothing wrong.",Trump
3205,1195,1195,His intervention in decisions about war crimes undermines the moral standing of the armed forces.,Trump
3206,1196,1196,"In Louisiana and Kentucky, Mr. Trump’s political pleas appeared to energize Democrats and political moderates as much as his own base, sending turnout in cities and suburbs soaring.",Trump
3207,1197,1197,Emails and documents released by the State Department support testimony showing Secretary of State Mike Pompeo enabled the Ukrainian pressure campaign at the center of the impeachment proceedings.,Trump
3208,1198,1198,"Nixon lacked the cable network’s advantage, but are its viewers misled?",Trump
3209,1199,1199,"In the second week of impeachment hearings, White House national security aides recalled their concerns after the president’s conversation with his Ukrainian counterpart.",Trump
3210,1200,1200,"The justice was admitted after experiencing chills and a fever and expects to be released as early as Sunday morning, a Supreme Court spokeswoman said.",Trump
3211,1201,1201,The former U.S. ambassador to Ukraine gave an extraordinary interview to impeachment investigators.,Trump
3212,1202,1202,"I wanted to take the first flight to Tehran, but I am unable to travel to Iran.",Trump
3213,1203,1203,"Top military officials threatened to resign or be fired if their plans to remove Chief Gallagher from the SEALs were halted by President Trump, administration officials said.",Trump
3214,1204,1204,Sacha Baron Cohen is the latest champion of a theory with limited empirical support.,Trump
3215,1205,1205,The whistle-blower had filed a complaint accusing Treasury Department officials of improperly interfering with the handling of President Trump’s tax returns.,Trump
3216,1206,1206,"California, hitting back at automakers that sided with President Trump, will not buy from manufacturers that do not recognize its authority to set emissions standards.",Trump
3217,1207,1207,Fiona Hill’s warnings challenge Trump to keep America safe from Moscow’s efforts to destabilize democracy and snare influence around the globe.,Trump
3218,1208,1208,Here’s what we learned in a week of extraordinary testimony.,Trump
3219,1209,1209,"The ruling, by a three-judge panel, handed a victory to House Democrats whose efforts to obtain the documents have been stonewalled by the White House.",Trump
3220,1210,1210,The orders drew cheers from some but were seen by others as a sign of disregard for the judicial process.,Trump
3221,1211,1211,A coalition of conservative groups is harnessing the outrage and money of its grass-roots networks to defend President Trump against a fast-moving impeachment inquiry.,Trump
3222,1212,1212,"John Bel Edwards of Louisiana, a rare Democratic governor in the South, was re-elected for a second term, beating back a challenger heavily supported by President Trump.",Trump
3223,1213,1213,A naturalized American exposes Trump’s attack on what America is and must be.,Trump
3224,1214,1214,Defenders of the president are trying to make the case that the evidence is thin and the witnesses aren’t trustworthy.,Trump
3225,1215,1215,"John R. Bolton, President Trump’s former national security adviser, said he was breaking his silence — on Twitter. But what he meant was that he was taking back control of his Twitter account. He kept quiet on Ukraine and impeachment.",Trump
3226,1216,1216,"Having upended Middle East policy, the president is now trying to find a way to reverse the consequences as Turkish forces bombard the Kurdish fighters who helped overpower ISIS.",Trump
3227,1217,1217,"President Trump raised eyebrows when he said he would reverse a decision to remove a convicted sailor from the Navy SEALs. But on military matters, a president has few limits.",Trump
3228,1218,1218,"A speech by Mr. Barr last week, in which he argued that Mr. Trump had never overstepped his authority, so alarmed a group of lawyers that they felt compelled to push back publicly.",Trump
3229,1219,1219,"TV’s impeachment drama is drawing big ratings, but a Democratic debate on MSNBC sank to a viewership low.",Trump
3230,1220,1220,"A watchdog report will portray the pursuit of a wiretap of an ex-Trump adviser as sloppy, but it also debunks some accusations by Trump allies of F.B.I. wrongdoing.",Trump
3231,1221,1221,"Gov. John Bel Edwards was called the “accidental governor” when he was first elected to lead Louisiana four years ago. After winning again, no one is calling him an accident now.",Trump
3232,1222,1222,"The president may feel like he’s righting a wrong, but he’s damaging the nation’s moral compass.",Trump
3233,1223,1223,Forget impeachment. The country wants to know if Facebook will put the brakes on digital disinformation.,Trump
3234,1224,1224,Moscow has run a yearslong operation to blame Ukraine for its own 2016 election interference. Republicans have used similar talking points to defend President Trump in impeachment proceedings.,Trump
3235,1225,1225,A look at the scene from inside the room.,Trump
3236,1226,1226,"Blame overcrowding, invasive species, climate change and money woes.",Trump
3237,1227,1227,"As a former talk-show guest host on the channel, I can explain the art and purpose behind attacking Colonel Vindman.",Trump
3238,1228,1228,"Craig Silverman, who said he felt frozen out on a  station that solidly backed the president, had angered managers over appearances on competing media.",Trump
3239,1229,1229,"A dispute over a decisive slice of votes in the country’s presidential election is again exposing the fragility of Afghan democracy, as President Trump pushes for a drawdown of troops.",Trump
3240,1230,1230,Democrats have a road map for victory.,Trump
3241,1231,1231,"For Representative Jim Jordan, acting as President Trump’s chief defender in the impeachment inquiry is a chance to redeem himself with Republican leaders.",Trump
3242,1232,1232,Some workers may be more exposed to artificial intelligence than previously thought. But worry more about automation’s threat to less skilled employees.,Trump
3243,1233,1233,"The moves signaled that as commander in chief, Mr. Trump intends to use his power as the ultimate arbiter of military justice.",Trump
3244,1234,1234,Colbert joked on Thursday that Giuliani “seems more like a Molotov cocktail — used by Russians and full of alcohol.”,Trump
3245,1235,1235,Some civil servants will endure only so much abuse and scandal before speaking up.,Trump
3246,1236,1236,"President Trump wants an aggressive defense, but White House officials and Republicans are divided over whether to aim for a brief process or a drawn-out spectacle.",Trump
3247,1237,1237,"“You will pay,” he said in messages for Representatives Steve Scalise and Cathy McMorris Rodgers, both prominent Republicans.",Trump
3248,1238,1238,"Normally faceless, a parade of Washington’s career professionals has offered meticulous testimony and told uniquely American stories.",Trump
3249,1239,1239,"The White House’s release of a memo about the call does not mention “corruption,” which appeared in an earlier description of the conversation.",Trump
3250,1240,1240,"Marie L. Yovanovitch, the former American ambassador to Ukraine, appeared before the House Intelligence Committee for the second public hearing of the impeachment inquiry.",Trump
3251,1241,1241,"Investigators wrapped up a momentous three-day stretch of public hearings, as two witnesses described their intimate views of an attempted quid pro quo. ",Trump
3252,1242,1242,"Testimony from Fiona Hill, a former top White House adviser, showed that even the witnesses in the impeachment inquiry may only now be learning the full picture of the part they played in the Ukraine story.",Trump
3253,1243,1243,"There’s me, there’s you and Ukraine.",Trump
3254,1244,1244,A significant plot twist: Two businessmen who had been called to testify in the House impeachment inquiry are indicted.,Trump
3255,1245,1245,"Fiona Hill, President Trump’s former top adviser on Russia, interrupted the impeachment inquiry proceedings after three Republican lawmakers avoided asking her questions.",Trump
3256,1246,1246,The official in Kiev also said that he was told President Trump cared more about the investigations than about Ukraine.,Trump
3257,1247,1247,The president has asked the court whether he enjoys absolute immunity. The answer should be an emphatic no.,Trump
3258,1248,1248,"Marie L. Yovanovitch, the former United States ambassador to Ukraine, told the House Intelligence Committee that she felt threatened when she read President Trump’s phone call transcript with President Volodymyr Zelensky.",Trump
3259,1249,1249,"The highly anticipated report will examine aspects of the inquiry, including how and why F.B.I. officials opened it.",Trump
3260,1250,1250,The president would be fired and perhaps subject to a criminal investigation.,Trump
3261,1251,1251,Two career foreign policy experts delivered new details about the inner workings of President Trump’s foreign policy on Ukraine as well as some history lessons.,Trump
3262,1252,1252,"An investment banker, a dead handyman, a lethal dose of cocaine: The case has put the U.S. and Anguilla at odds.",Trump
3263,1253,1253,A glut of pop-up podcasts and newsletters from major publishers and worried citizens promise to cut through the flood of impeachment news.,Trump
3264,1254,1254,"One day after the first public hearing in the impeachment inquiry, Nancy Pelosi added a word to her impeachment vocabulary: “bribery.”",Trump
3265,1255,1255,The opposition leader proposed a $100 billion tax increase on the wealthy to pay for a sweeping nationalization program and hikes in spending for education and health care.,Trump
3266,1256,1256,"If the impeachment hearing wasn’t shocking, it’s a sign of how far we’ve fallen.",Trump
3267,1257,1257,And Democrats should respond.,Trump
3268,1258,1258,The Pentagon is learning how to work with a president whose orders can whipsaw by the hour.,Trump
3269,1259,1259,"Allies and adversaries are seeking ways to avoid President Trump’s sanctions, which critics say have become a substitute for foreign policy.",Trump
3270,1260,1260,"The new case, about a subpoena from a House committee, follows one arising from a grand jury subpoena from Manhattan prosecutors.",Trump
3271,1261,1261,"Mr. Holmes, the political counselor to the American ambassadors in Ukraine, described in detail a pivotal phone conversation between President Trump and a top U.S. diplomat.",Trump
3272,1262,1262,"An investigation found that several sites owned by Ken LaCorte push inflammatory items — stories, petitions and the occasional conspiracy theory — to the public.",Trump
3273,1263,1263,"At its core, it is born out of the cold calculation that President Trump probably cannot stop the Democrat-led House from impeaching him.",Trump
3274,1264,1264,President Trump’s former adviser testified that the pressure campaign on Ukraine was a “domestic political errand” that diverged from U.S. foreign policy.,Trump
3275,1265,1265,"For a Democratic debate that was without major fireworks, there were several memorable moments. Here are the lines that stood out.",Trump
3276,1266,1266,And is America’s tipping system immoral?,Trump
3277,1267,1267,Two cases threaten to reinforce its image as a political captive of the Trump administration.,Trump
3278,1268,1268,Also: Some recommended impeachment reading.,Trump
3279,1269,1269,I thought Pete Buttigieg would have a target painted on his back. But no one really stopped him.,Trump
3280,1270,1270,"In highly anticipated testimony, a top envoy said the operation to extract a political favor from Ukraine was done at the direction of the president, vice president and secretary of state.",Trump
3281,1271,1271,Nixon bullied his Fed chair into lowering interest rates — a political move that wrecked the economy for years.,Trump
3282,1272,1272,"“In order to catch a selfish, idiotic hotel business guy, you have to send a selfish, idiotic hotel business guy,” Samantha Bee joked Wednesday.",Trump
3283,1273,1273,"The day after the first public impeachment hearing, Speaker Nancy Pelosi used the word “bribery,” mentioned in the Constitution’s impeachment clause, to describe President Trump’s conduct.",Trump
3284,1274,1274,President Trump is in Louisiana two days before the election hoping to break open a deadlocked race between the Democratic incumbent and the Republican nominee.,Trump
3285,1275,1275,What exactly did the United States get for the Turkish leader’s White House visit?,Trump
3286,1276,1276,"During the impeachment inquiry, Representative Adam B. Schiff asked Marie L. Yovanovitch to respond to a tweet President Trump sent during the former Ukraine ambassador’s testimony.",Trump
3287,1277,1277,The decision essentially stymies the Trump administration’s plan to resume the use of the death penalty.,Trump
3288,1278,1278,President Trump said on Wednesday that he opened a facility that makes computers for Apple. It’s been operating since 2013.,Trump
3289,1279,1279,Representative Terri Sewell of Alabama asked Marie L. Yovanovitch to describe the morale of her colleagues after she was ousted by President Trump.,Trump
3290,1280,1280,"Gordon Sondland, the ambassador to the European Union, delivered extraordinary testimony implicating the president and a group of top officials.",Trump
3291,1281,1281,The witnesses’ testimony on Wednesday was clear and alarming.,Trump
3292,1282,1282,The debate was often a referendum on a politician who has presented a challenge to the party.,Trump
3293,1283,1283,Congress now needs to hear from more witnesses before an impeachment vote.,Trump
3294,1284,1284,Ambassador Marie L. Yovanovitch was recalled from Ukraine after a long campaign against her by Rudolph Giuliani and his allies. Her boss told her she had “done nothing wrong.”,Trump
3295,1285,1285,It’s driving the impeachment inquiry. It’s dooming his presidency.,Trump
3296,1286,1286,A plum ambassadorship lands the cheerful hotelier in the red-hot middle of a fast-cooking impeachment crucible.,Trump
3297,1287,1287,The Democrat from New York will lead a crucial investigative panel involved in the impeachment inquiry into President Trump.,Trump
3298,1288,1288,Now there’s witness intimidation and clearer evidence he had no interest in cleaning up Ukraine.,Trump
3299,1289,1289,Ambassador Gordon Sondland testified that President Trump ordered a pressure campaign on Ukraine and that senior-most administration officials knew about it.,Trump
3300,1290,1290,"In the explosive impeachment-hearing appearance by Gordon Sondland, drama and farce were never far apart.",Trump
3301,1291,1291,"Ahead of a possible 2020 bid of his own, the billionaire and former mayor of New York City is dipping into his fortune to target President Trump with digital ads.",Trump
3302,1292,1292,"The case is simple, and the evidence supporting impeachment is now crystal clear.",Trump
3303,1293,1293,"House Republicans planned ahead, hoping to strike a respectful tone at Friday’s impeachment hearing. Mr. Trump’s tweet was exactly the kind of attack they had hoped to avoid.",Trump
3304,1294,1294,"William B. Taylor Jr., the top U.S. diplomat in Ukraine, and George P. Kent, a senior State Department official in charge of Ukraine policy, are testifying before the House Intelligence Committee for the first public hearing of the impeachment inquiry into President Trump.",Trump
3305,1295,1295,"A veteran diplomat, Mr. Hale will be pressed on the agency’s decision to recall the ambassador to Ukraine after a concerted smear campaign against her.",Trump
3306,1296,1296,"A career Defense Department official, Ms. Cooper will give insight into efforts to release the aid to Ukraine.",Trump
3307,1297,1297,"John R. Bolton, who left the White House in September, has emerged as perhaps the most conspicuous witness who has evaded House Democrats as they build their case.",Trump
3308,1298,1298,"A guest on the ‘Ingraham Angle,’ a Fox show, suggested that Lt. Col. Alexander S. Vindman, a key figure in the impeachment hearings, was guilty of spying.",Trump
3309,1299,1299,"Ahead of the Democratic debate on Wednesday, we asked Times readers what issues they most wanted the presidential candidates to discuss, and why.",Trump
3310,1300,1300,"Agents asked to speak with him last month but never did, though the bureau made clear to his lawyers that he was not the target of a continuing investigation.",Trump
3311,1301,1301,"Gordon D. Sondland, the U.S. ambassador to the European Union, told the House Intelligence Committee that President Trump directed him to work with Rudy Giuliani on matters related to Ukraine.",Trump
3312,1302,1302,"As Democratic presidential candidates gather to debate on Wednesday night, Barack Obama is increasingly pressing a 2020 message: Focus on defeating President Trump and ditch the ideological purity.",Trump
3313,1303,1303,"Gordon D. Sondland, the ambassador to the European Union, told the House Intelligence Committee that President Trump directed him to work with Rudy Giuliani to pressure Ukraine.",Trump
3314,1304,1304,A quieter day in Washington provided a chance to look at how the still-nascent investigation is being received across the country.,Trump
3315,1305,1305,"As public hearings began, William B. Taylor Jr., the top American diplomat in Ukraine, said he was told President Trump cared more about investigating Joe Biden than he did about Ukraine.",Trump
3316,1306,1306,The countries are wrapping up their most expansive joint military drills to date amid efforts to coordinate more ambitiously on challenges in the Indo-Pacific region.,Trump
3317,1307,1307,The diplomat at the center of the impeachment inquiry looped in the secretary of state at key moments as American officials pushed for investigations sought by President Trump.,Trump
3318,1308,1308,"To avoid a disappointing 2020 turnout, the party needs to understand the nuances of the Latino electorate.",Trump
3319,1309,1309,Ambassador Gordon D. Sondland tied President Trump to the Ukraine pressure campaign in his testimony to the House Intelligence Committee. Our reporters provided live coverage and analysis.,Trump
3320,1310,1310,"A Pentagon official provided new details about when the Ukrainians may have learned about the hold on security aid. Gordon D. Sondland also testified that multiple top officials, including Mike Pompeo and Mike Pence, knew about the campaign to pressure Ukraine to announce investigations of Democrats.",Trump
3321,1311,1311,"The state’s demographics have been favorable to turn it blue, but destiny is shaped by history, too.",Trump
3322,1312,1312,Even if she wins the presidency — hardly a sure bet — she may jeopardize Democrats in the House and the Senate.,Trump
3323,1313,1313,"In an impeachment hearing, Marie L. Yovanovitch expressed disbelief that an American president would call her “bad news” in a call with a foreign leader.",Trump
3324,1314,1314,Stephen Colbert joked Tuesday: “The only way Vindman could be more all-American is if he appeared in a Ken Burns documentary about the Statue of Liberty — which he did as a child.”,Trump
3325,1315,1315,"Representative Peter Welch suggested that President Trump should testify, after Representative Jim Jordan criticized the Intelligence Committee’s inability to hear from the whistle-blower.",Trump
3326,1316,1316,"Gordon D. Sondland, the United States ambassador to the European Union set to testify in a public hearing Wednesday, has a lot of explaining to do.",Trump
3327,1317,1317,"A jury will now consider the charges against Mr. Stone, including lying to investigators in a congressional inquiry into Russia’s 2016 election interference.",Trump
3328,1318,1318,"Foreign policy is one area where congressional Republicans have felt free to criticize the president, and they have bombarded him with public complaints over his decision to pull back in Syria.",Trump
3329,1319,1319,"Even for a president who rarely spares the rhetorical howitzer, this was something new.",Trump
3330,1320,1320,It’s not a place that Donald Trump knows much about.,Trump
3331,1321,1321,"It was a long day on Capitol Hill, as four witnesses testified before House impeachment investigators over nearly 11 hours. Here are the highlights.",Trump
3332,1322,1322,"During testimony from the White House’s top Ukraine expert in the impeachment hearings today, Republican lawmakers displayed their plan of attack.",Trump
3333,1323,1323,"Senator Ron Johnson, a longtime Ukraine defender, is emerging as one of President Trump’s most vocal congressional allies.",Trump
3334,1324,1324,Staff lawyers for the Republicans and Democrats on the House Intelligence Committee are asking many of the questions as witnesses testify publicly.,Trump
3335,1325,1325,Applause broke out in the hearing room after Lt. Col. Alexander S. Vindman described why he wasn’t worried about testifying in President Trump’s impeachment hearing.,Trump
3336,1326,1326,"With just days before funding for the entire government is set to lapse on Thursday, lawmakers approved the second stopgap spending bill in two months.",Trump
3337,1327,1327,The impeachment inquiry is the first to involve an issue of geopolitical gravity: Whether the president was undercutting American national interests — containing Russia — to bolster his campaign.,Trump
3338,1328,1328,"The special adviser on Europe and Russia for Vice President Mike Pence, appeared in front of the House Intelligence Committee on the third day of public impeachment hearings.",Trump
3339,1329,1329,"A proposed federal rule would make hospitals list the prices they negotiate with insurers, allowing consumers to seek better deals for care.",Trump
3340,1330,1330,A fight over a Manhattan grand jury subpoena could yield a major decision on presidential power.,Trump
3341,1331,1331,Congress should require Mexico to bolster employees’ rights before signing off on a new trade pact.,Trump
3342,1332,1332,"The party confirmed that its winter gathering would take place at the Florida hotel, continuing a pattern of its giving business to the president’s company.",Trump
3343,1333,1333,The White House pushed back on a top aide to the vice president who testified that Mr. Trump’s conversation with Ukraine’s president was inappropriate.,Trump
3344,1334,1334,"Palestinian and Israeli residents of the West Bank say the new American stance, that Israeli settlement is legal, does nothing to change their fundamental insecurity.",Trump
3345,1335,1335,"William B. Taylor Jr., the U.S. top diplomat in Ukraine, recalled a conversation he was told about between President Trump and Gordon D. Sondland, the United States ambassador to the European Union.",Trump
3346,1336,1336,"His controversial speeches offer a message to conservative elites: Even under Trump, it will always be the Reagan era.",Trump
3347,1337,1337,They can start by engaging on the issue of education.,Trump
3348,1338,1338,Trump administration officials will testify about the president’s Ukraine call and efforts to pressure the country to announce investigations into his rivals.,Trump
3349,1339,1339,The student body president of the University of Florida is under fire for using student fees to host one of President Trump’s sons.,Trump
3350,1340,1340,"Americans are as divided over impeachment as they are over President Trump. But support for the Democrats’ inquiry is building even in places Mr. Trump won, and among politically crucial independents.",Trump
3351,1341,1341,"William B. Taylor Jr., the top diplomat in Ukraine, spoke about a condition given by President Trump that involved Ukrainians publicly announcing investigations into Burisma.",Trump
3352,1342,1342,The whistle-blower wrote a memo describing an official who heard the call as “visibly shaken” by it.,Trump
3353,1343,1343,"With a dramatic letter to Democrats and the blocking of a key witness, the White House signaled how far it was willing to go to oppose investigative efforts.",Trump
3354,1344,1344,A new poll shows 70 percent of Americans believe President Trump was wrong to try to enlist Ukraine to investigate his political rivals. Democratic lawmakers are ratcheting up their rhetoric.,Trump
3355,1345,1345,Leaked emails from a top Trump aide test our capacity for outrage.,Trump
3356,1346,1346,"With a crowded slate of witnesses lined up for the public impeachment hearings this week, here’s what to watch for.",Trump
3357,1347,1347,A canceled military drill was not enough to get the North Koreans back to the table to discuss denuclearization.,Trump
3358,1348,1348,Here’s what to expect from three days of public hearings in the impeachment inquiry.,Trump
3359,1349,1349,"From denials of a quid pro quo to attacks on impeachment inquiry witnesses, here’s a look at some of the arguments made by the president and his supporters.",Trump
3360,1350,1350,"Secretary of State Mike Pompeo said that the United States will not consider Israeli settlements in the West Bank as violation of international law, a move that could destroy peace efforts with Palestinians.",Trump
3361,1351,1351,"In a speech at the Economic Club of New York, the president defended his tariffs and argued that his policies could allow America’s prosperity to continue growing.",Trump
3362,1352,1352,"Kiev wants Western support as it seeks to end its conflict with Russia. But amid the impeachment drama, Washington, its staunchest backer, is increasingly out of the picture.",Trump
3363,1353,1353,Secretary of State Mike Pompeo announced the reversal of decades of American policy that may doom any peace efforts.,Trump
3364,1354,1354,"As Representative Elise Stefanik, a New York Republican, took a leading role in Friday’s impeachment hearing, donations came pouring in to her Democratic challenger.",Trump
3365,1355,1355,"“I’m kind of embarrassed to admit that I voted for Donald Trump at this point,” a voter said in one of the ads, which will air in Michigan, Wisconsin and Pennsylvania, three key swing states.",Trump
3366,1356,1356,Comedians shouldn’t feel pressure to respond to everything the White House does. It’s exhausting.,Trump
3367,1357,1357,They failed a test. Others are passing.,Trump
3368,1358,1358,"Both sides wrapped up their cases in the trial of the longtime Trump adviser Roger J. Stone Jr., accused of lying about his contacts with WikiLeaks during the 2016 campaign.",Trump
3369,1359,1359,"Kurt D. Volker, the former special envoy to Ukraine, will modify his testimony in the impeachment inquiry, saying he was kept out of the loop at key moments of President Trump’s pressure campaign.",Trump
3370,1360,1360,"In his speech to the Economic Club of New York, President Trump took credit for an “economic boom, criticized the Federal Reserve and suggested a trade deal with China was “close.”",Trump
3371,1361,1361,The president and his allies ask Americans to reject the evidence before their eyes.,Trump
3372,1362,1362,"Mr. Kent, the department’s top Ukraine official, is known for pushing good governance causes without regard for whom he might offend.",Trump
3373,1363,1363,The secretary of state’s behavior has been cowardly and self-serving.,Trump
3374,1364,1364,The president’s efforts to prevent the House from doing its job are just as worrisome as the Ukraine scandal.,Trump
3375,1365,1365,"In one of TV news’s most coveted bookings, a prominent Trump critic appeared on MSNBC to comment on the House impeachment hearings.",Trump
3376,1366,1366,"President Trump used a cadre of associates to conduct back-channel communications with Ukraine to pressure its government to investigate Democrats, according to witnesses testifying in the impeachment hearings.",Trump
3377,1367,1367,"In this week’s impeachment hearings, expect a lot of G.O.P. conspiracy theorizing.",Trump
3378,1368,1368,"Donald Trump Jr.’s appearance at U.C.L.A. was disrupted on Sunday, partly by a far-right group unhappy with a canceled question-and-answer portion of the event.",Trump
3379,1369,1369,"Paying attention to the impeachment inquiry and other developments means having to figure out what is true, false or spin. Many Americans are throwing up their hands and tuning it all out.",Trump
3380,1370,1370,What the administration says it’s doing and what it’s actually doing on health care are worlds apart.,Trump
3381,1371,1371,Prosecutors are investigating whether the president’s lawyer broke laws meant to prevent covert foreign influence on the government.,Trump
3382,1372,1372,The president’s eldest son is using a newfound platform as an author to recast the story of the 2016 election — and every political battle that came after.,Trump
3383,1373,1373,The Turkish leader clashed with a Republican senator and returned President Trump’s pointed letter warning against a military incursion into Syria.,Trump
3384,1374,1374,"On the eve of public impeachment hearings, even the handful of moderate Republicans in the House see no upside in breaking with the president.",Trump
3385,1375,1375,"Mick Mulvaney, the president’s acting chief of staff, and John R. Bolton, his former national security adviser, clashed in court even as more accounts of internal schisms emerged in books and testimony.",Trump
3386,1376,1376,Carmakers have quietly promised big investments in their American factories in hopes of avoiding the tariffs as a Wednesday deadline for the president to make a decision approaches.,Trump
3387,1377,1377,Who is John Solomon? His name popped up frequently in closed-door testimony in the impeachment query. He is a regular on Hannity. And his work helps shape how millions of Americans understand this moment.,Trump
3388,1378,1378,"As campaign chairman, he is reported to have enlisted a go-between seeking to blunt union efforts to turn out the vote.",Trump
3389,1379,1379,Marie Yovanovitch chose her country over what others might think of her.,Trump
3390,1380,1380,A report by the Southern Poverty Law Center seeks to illustrate how Mr. Miller brought anti-immigrant beliefs to the White House and turned them into policy.,Trump
3391,1381,1381,The House has issued more subpoenas and a second person is now being protected as a whistle-blower.,Trump
3392,1382,1382,Mr. Trump was promoting his new book about liberals wanting to silence conservatives. But it was a group of far-right protesters who most noticeably interrupted him.,Trump
3393,1383,1383,Thousands of Islamic State prisoners of war from around the world are being detained by the Syrian Kurd forces whom Turkey plans to target.,Trump
3394,1384,1384,"Mick Mulvaney, the acting White House chief of staff, said he would obey President Trump’s order not to testify rather than seek a judge’s ruling first.",Trump
3395,1385,1385,"“Days of Our Impeachment” opened the episode, and Harry Styles did double duty as the host and musical guest.",Trump
3396,1386,1386,It could mean news coverage of the government trying to deport thousands of young immigrants in the midst of what is certain to be a difficult re-election battle.,Trump
3397,1387,1387,"The company, like much of corporate America, has not made good on its promised investment surge from President Trump’s 2017 tax cuts.",Trump
3398,1388,1388,Protesters displayed the balloon of a giant baby Donald Trump during the president’s visit to a football game in Alabama.,Trump
3399,1389,1389,The International Monetary Fund is the latest global organization to warn of growing economic fallout from President Trump’s trade war.,Trump
3400,1390,1390,"A bad day for the president, from Roger Stone’s criminal conviction to Marie Yovanovitch’s moral conviction.",Trump
