,abstract,president
1530,The energy secretary pushed for changes at Naftogaz with Ukraine’s new president as President Trump sought inquiries into political opponents.,Trump
1531,"It’s not that top aides sought to undermine President Trump, it’s that they thought they had to.",Trump
1532,It’s a big week for the impeachment inquiry — but the Democratic candidates aren’t talking about it.,Trump
1533,"The former secretary of state opens up about the current political climate, and says she is a fundamentally optimistic person.",Trump
1534,"The overall trade deficit continued to widen in the first nine months of 2019, suggesting that the global trade wars haven’t had the desired effect.",Trump
1535,"The official, a member of the intelligence community, was interviewed by the inspector general to corroborate the original whistle-blower’s account.",Trump
1536,Corrupt forces find it easy to manipulate this president.,Trump
1537,"Amid rising political pressure from trade-war fallout, the Trump administration is moving to increase purchases of domestic grain to make ethanol.",Trump
1538,American aid has the power to tip the scales in a broader battle between authoritarianism and democracy.,Trump
1539,Democrats are looking for information that could reveal whether President Trump’s decision to withhold security aid from Ukraine was tied to his bid to pressure its government to investigate rivals.,Trump
1540,"Off-year elections on Tuesday in Virginia, Kentucky and Mississippi will give the president his last multistate report card before 2020.",Trump
1541,"The president sought to mobilize what he called an “angry majority” to bolster Matt Bevin, the state’s unpopular incumbent, who was locked in a close race on the eve of the vote.",Trump
1542,"“We are going to be, I think, just about No. 1 by the time we finish — No. 1 of any president, any administration,” President Trump said on Wednesday.",Trump
1543,"As a delegation of Democrats heads to Mexico, the impeachment battle could be a plus when it comes to ratifying a new North American trade agreement.",Trump
1544,"“I wouldn’t be shocked if the guys at Home Depot showed the smugglers how to do it,” Noah said of the holes. “Those guys will help you with any project.”",Trump
1545,Two Republican candidates facing tough competition are hopeful that recent rallies by the president will prove decisive.,Trump
1546,"President Trump hosted the Washington Nationals at the White House to celebrate their World Series victory. During the ceremony, Mr. Trump hugged a player after he put on a “Make America Great Again” cap.",Trump
1547,"He can’t win on Republican votes alone, and what he does to whip up the base hurts him with independents.",Trump
1548,"Rudy Giuliani wanted $500,000 to help a venture started by a man who would go on to help him in Ukraine. A Republican donor from Long Island put up the money.",Trump
1549,"When it comes to impeachment (and pretty much everything else), the G.O.P. is no longer driven by public opinion.",Trump
1550,"Unpopular and unpredictable, President Trump is emerging as a problem for the British prime minister, Boris Johnson, in his election campaign.",Trump
1551,"The claim by the associate, Lev Parnas, is being vigorously disputed.",Trump
1552,President Trump faces perhaps more significant challenges with more consequences to his presidency than any modern occupant of the Oval Office has confronted at one time.,Trump
1553,"Anticipating a surge in racist and hate-fueled attacks during the 2020 race, officials are speaking more frankly about politically motivated violence.",Trump
1554,Signs that the president’s advantage in the Electoral College has persisted or even increased since 2016.,Trump
1555,"The former attorney general and four-term senator risks reigniting attacks from President Trump, who could undermine his standing in the primary race.",Trump
1556,The aims and the aftermath of a legacy project that underscores Mr. Biden’s years of diplomacy — but has been swallowed by the subplot of his son and a Ukrainian gas company.,Trump
1557,"President Trump attacked two House leaders after they threatened to subpoena the White House, and Mike Pompeo, the secretary of state, confirmed he listened in on the call with Ukraine’s president.",Trump
1558,Juli Briskman gave the middle finger to President Trump’s motorcade and lost her job. Now she has won local office in a district that includes one of his golf courses.,Trump
1559,"While President Trump has denied any quid pro quo in pushing Ukraine to investigate his foes, text messages indicate that his own team saw it otherwise.",Trump
1560,The writer says the president hurt her career when he said she had lied about him attacking her in a dressing room in the 1990s.,Trump
1561,"In every other modern White House, enlisting foreign powers to obtain a political advantage at home was seen as unwise and politically dangerous, if not wrong.",Trump
1562,"House impeachment investigators released the first transcripts of their private interviews, revealing crucial details as the inquiry enters its public phase.",Trump
1563,"Monday: Two very rich, prominent figures are looming over contests in New York and New Jersey.",Trump
1564,"After being booed at the ballpark, the president let bygones be bygones at a White House ceremony for the World Series champion Nationals. But some players stayed away.",Trump
1565,A president facing a fight of his own decides to watch one at Madison Square Garden.,Trump
1566,"From Pennsylvania to New Mexico, the collateral damage to other states is mounting in President Trump's regulatory and environmental feud with California. ",Trump
1567,What will it look like if Mrs. Doubtfire and Mr. Mendacity go toe to toe?,Trump
1568,"Shock, anger and sadness are giving way to pride among career diplomats that they are defending American ideals and holding the Trump administration accountable.",Trump
1569,A Trump adviser met a professor in Rome whose actions figured into the opening of the Russia inquiry in 2016. Now the attorney general is reviewing it.,Trump
1570,"The attorney general and a veteran prosecutor, John H. Durham, have charted an unusual course that could bolster President Trump’s pet theories about the Russia investigation.",Trump
1571,The impeachment inquiry entered a public phase. President Trump and his allies continued to attack witnesses in the inquiry. And more.,Trump
1572,The leaders of the Department of Homeland Security met to hash over threats from Iran amid concerns that the department has become more focused on immigration than terrorism.,Trump
1573,"Since his arrival at the Interior Department, Interior Secretary David Bernhardt has shown a willingness to press ethics lawyers for decisions that help his agenda.",Trump
1574,"A new kind of suburbanization is sweeping through politics, from Richmond to Atlanta, Houston, Denver and elsewhere, and Democrats are starting to breach Republicans’ firewalls in elections.",Trump
1575,"Amid intense political debate, studies have reached drastically different conclusions about a single-payer system’s price tag, cost to families and effect on the health system.",Trump
1576,A placid face and a willingness to expect the unexpected has become the price of admission for any foreign ally who hopes for a productive audience with President Trump.,Trump
1577,"A lawyer for John R. Bolton said he had information to share with impeachment investigators. But, so far, he will not defy the White House.",Trump
1578,The proposal also includes increasing fees for those applying for citizenship by more than 60 percent.,Trump
1579,The transcript of Fiona Hill’s interview describes a cinematic White House scene. Our reporters help break it down.,Trump
1580,California is feeling the brunt of climate change with more intense fires. The Trump administration is blocking the state’s efforts to fight it.,Trump
1581,"Facebook, which included Breitbart in its new news feed just two weeks ago, said it was removing any mention of the purported whistle-blower’s name.",Trump
1582,"While Republicans get most of the attention, a Senate trial could complicate Democrats’ drive for the majority.",Trump
1583,A Bloomberg-Trump contest would be one between a maker and a faker.,Trump
1584,"Mr. Schiff leads the impeachment inquiry into President Trump. Depending on one’s viewpoint, he will either save the republic — or destroy it.",Trump
1585,"Eight miles of original fencing are going up in the Rio Grande Valley, the first new wall to be built under President Trump. The administration wants 500 total miles constructed by 2021.",Trump
1586,The book seems to be the product of a Republican with access to the White House who grew increasingly upset by President Trump.,Trump
1587,"No longer a lifelong New Yorker, the president returned to the city a week after being booed at the World Series.",Trump
1588,House investigators released the interview transcripts of Fiona Hill and Lt. Col. Alexander S. Vindman.,Trump
1589,"Colonel Vindman, the top Ukraine expert on the National Security Council, testified that he had been deeply alarmed by a call in which President Trump pressed Ukraine's president for investigations.",Trump
1590,President Trump offered a vivid account of the ISIS leader Abu Bakr al-Baghdadi “crying and screaming” in the final minutes before his death. The only problem: No one else knows what he’s talking about.,Trump
1591,"A sweeping Times investigation of all President Trump's tweets and followers shows how he has transformed the platform into a vital, and perilous, instrument of power.",Trump
1592,"Ms. Hill, a former White House policy adviser, described how the president's former national security adviser opposed the pressure campaign on Ukraine.",Trump
1593,"The White House itself has no organized response to impeachment, and some aides doubt whether it even poses a serious threat.",Trump
1594,Few thought it would arrive so quickly. Now we’re facing consequences once viewed as fringe scenarios.,Trump
1595,Southern “Redeemers” snuffed out the first black power movement.,Trump
1596,The White House declined to indicate who would lead the department on a permanent basis.,Trump
1597,"A week after he was greeted by “lock him up” chants at Nationals Park, President Trump will host the World Series champions at the White House. But at least one star will stay away.",Trump
1598,"In a little more than a year, the last nuclear arms limitation pact with Russia expires. Losing its guarantees would be a heavy blow to American security.",Trump
1599,How a loyal Trump donor ended up at the center of the impeachment investigation — and why Republicans now accuse him of betrayal.,Trump
1600,Voters who fear a Trump re-election can start rebuilding the blue wall now.,Trump
1601,"Congress will be on a weeklong break, but the committees and staff conducting the investigation will continue interviewing a number of important witnesses.",Trump
1602,"Kenneth T. Cuccinelli II said the suspect in the Monsey, N.Y., stabbings was the son of an undocumented immigrant who received amnesty under a 1986 immigration law.",Trump
1603,"The political dangers get all the attention, but the business effects could weigh on the United States for years, a Nobel laureate says.",Trump
1604,Republicans like Representative Mark Amodei of Nevada are balancing the risk of President Trump’s wrath and the knowledge that history will hold them accountable for their actions.,Trump
1605,“A Warning” is the latest and most unusual tell-all political memoir to emerge from President Trump’s administration.,Trump
1606,"Stop distracting from the core issue, elite negligence and national decline.",Trump
1607,"In a legislative district in southern New Jersey, the polarizing national battle over impeachment is playing out in real time.",Trump
1608,The same official who wrote an Opinion essay in 2018 argues in a new book that the president’s contract shouldn’t be renewed.,Trump
1609,The president’s son devotes space in his new book to mocking Robert S. Mueller III’s performance testifying before lawmakers in July.,Trump
1610,"A three-judge appeals panel said Mr. Trump’s accounting firm had to comply with a subpoena from the Manhattan district attorney, Cyrus R. Vance, Jr.",Trump
1611,"The testimony seemed to bolster the prosecution’s contention that Roger Stone, an ex-Trump campaign aide, deliberately lied to congressional investigators.",Trump
1612,The president could prove either an asset or a liability for down-ticket candidates.,Trump
1613,"In choosing him, President Trump is passing over the acting F.D.A. commissioner, Norman E. Sharpless, who has been running the agency since Scott Gottlieb resigned last spring.",Trump
1614,Personal attacks don’t hurt him. Substantive ones do.,Trump
1615,House investigators released the interview transcript of a witness who provided insight into the Trump administration’s approach to foreign policy on Ukraine.,Trump
1616,"Friday: Remembering some of Donald J. Trump's defining New York moments now that he has declared Palm Beach, Fla., his primary residence.",Trump
1617,A senior State Department official in charge of Ukraine policy told investigators that he was cut out of decisions regarding the country.,Trump
1618,The court ruling is the latest to derail administration initiatives to limit the admission of certain legal immigrants into the United States.,Trump
1619,"“Spies,” by Marc Favreau, introduces the danger, sacrifice and ingenuity of 20th-century espionage to a new generation of readers.",Trump
1620,"In an internal memo, the senior American diplomat in northern Syria criticized the Trump administration for failing to try harder to deter Turkey from invading northern Syria last month.",Trump
1621,"Just 4,000 have been deemed eligible to enter the United States over the next year, and a slowdown in the screening process means far fewer are likely to come.",Trump
1622,"The Israeli leader claimed international inspectors knew Iran had hidden a secret nuclear site, and the American secretary of state accused Iran of ‘nuclear extortion.’",Trump
1623,The president and his allies understand the power of content creation and shamelessness.,Trump
1624,The development suggests progress toward an interim agreement that would provide relief to businesses and consumers.,Trump
1625,It may take an Iraq-style ‘surge’ to save Mexico from the drug-cartel insurgents.,Trump
1626,And is liberal policy to blame for the California wildfires?,Trump
1627,The state has a platoon of auditors who zealously examine whether people are trying to skirt taxes by improperly claiming that they live elsewhere.,Trump
1628,"Demographically, they seem like people who’d want to vote out Trump. Yet at least in the battleground states, many favor Republicans.",Trump
1629,Will the justices allow the Trump administration to toss out the Dreamers?,Trump
1630,"President Trump has blamed China for failing to crack down on production of the drug, which plagues American streets.",Trump
1631,“Treason” is a word the president has increasingly used when talking about his critics.,Trump
1632,"The document shows Trump, long a New Yorker, has declared that he’s a resident of Florida.",Trump
1633,They will have turned 18 by Election Day. And they are more numerous and more liberal than swing voters.,Trump
1634,The president filed a “declaration of domicile” last month saying that his property in Palm Beach will be his permanent residence.,Trump
1635,"For a special report, The Times sorted more than 11,000 Twitter posts to understand a new form of executive power.",Trump
1636,"The administration’s proposal, the third food-stamp rule change since December, would reduce spending by $4.5 billion over five years and cut benefits for one in five families.",Trump
1637,"He heaped praise on Prime Minister Boris Johnson during a London radio show, but his biggest gift might have been to Nigel Farage, whose party is casting for ways to influence the Dec. 12 vote.",Trump
1638,"After weeks of looking, Mr. Giuliani said he assembled a legal team to represent him as he comes under scrutiny from federal prosecutors.",Trump
1639,"The president’s tweeting was once a sideshow. But it transformed how he exerted power, leaving the White House and Twitter to grapple over whether, and how, to rein it in.",Trump
1640,House Democrats sent a subpoena to the White House requesting a vast range of documents about President Trump’s dealings with Ukraine and efforts to cover up his actions.,Trump
1641,"Under a “state-created danger” legal doctrine, a judge ordered the government to provide counseling and other services to compensate for trauma.",Trump
1642,"Ms. White, a Florida televangelist, is being brought into the Trump administration to help shore up his evangelical base — even though some Christians consider her beliefs heretical.",Trump
1643,"The top American diplomat in Ukraine, who is to be the first witness in public House impeachment hearings, told investigators it was Rudolph W. Giuliani who instigated the Ukraine pressure campaign.",Trump
1644,"The governor’s race was important, but national Democrats shouldn’t break out the bourbon.",Trump
1645,"In Virginia, Pennsylvania and Kentucky, many voters in historically Republican suburbs supported Democratic candidates, in part because of antipathy toward President Trump.",Trump
1646,The House resolution confirms the developments that will almost definitely end in the president’s impeachment.,Trump
1647,The top U.S. diplomat in Kiev described a quid pro quo pressure campaign on Ukraine.,Trump
1648,"Inside the alternate reality of the president’s Twitter account, where he absorbs and amplifies a noxious stream of disinformation.",Trump
1649,"Few films or books have entered the American lexicon as deeply as this mob chronicle, which is set to play a role at the Stone trial in Washington.",Trump
1650,An African-American family has established a farming dynasty in Alabama. The trade war is just the latest challenge.,Trump
1651,"This Halloween, the line between almost scared and truly terrified is thinner than ever.",Trump
1652,The struggle between pro-Trump and anti-Trump forces has researchers — and party strategists — grasping for an answer.,Trump
1653,President Trump’s decision to pull out will hurt the economy and the planet.,Trump
1654,“The Late Show” host joked that the ambassador’s story changed after he recalled one important detail: “I don’t want to go to jail.”,Trump
1655,"Some question whether an American University program, inspired by a Russian ambassador, presents too favorable a view of that country.",Trump
1656,From an audience of 11 followers to 66 million: the chaos and the compliment of getting a signal boost from @realdonaldtrump.,Trump
1657,"Thomas P. Bossert, President Trump’s first homeland security adviser, said he was “deeply disturbed” that Mr. Trump had urged Ukraine to investigate Democrats.",Trump
1658,"A majority of veterans regret the wars fought after the attacks of Sept. 11, 2001. President Trump and Congress are listening.",Trump
1659,Mr. Trump’s decision to shift his home base to Palm Beach also comes at a time when the president has been disengaged from daily operations at the Trump Organization.,Trump
1660,"The official whose critical article will now be a book knows how the president “likes to distract attention from a message,” says the author’s agent.",Trump
1661,House Democrats and Republicans were divided on setting rules for the impeachment inquiry into President Trump. The resolution would make evidence public and also allow Mr. Trump’s legal team to mount a defense.,Trump
1662,Representative Mark Meadows and other allies of President Trump have offered shifting explanations over the president’s pressure on Ukraine to investigate a political rival.,Trump
1663,"Democrats leading the impeachment investigation are targeting the president’s acting chief of staff, citing evidence he may have been “directly involved” in Mr. Trump’s pressure campaign on Ukraine.",Trump
1664,"President Trump began road-testing his administration’s theory that he is his own best defense against impeachment. “The Democrat party has gone completely insane,” he told a crowd in Mississippi.",Trump
1665,The White House’s version of the Ukraine call reminds Colbert of the gap in Nixon’s Watergate tape — “if Nixon had left in all the bad stuff.”,Trump
1666,Mr. Volker said that Mr. Trump’s envoys demanded that Ukraine commit to investigating his Democratic rivals.,Trump
1667,Mr. Sondland said that the president delegated American policy on Ukraine to his personal lawyer.,Trump
1668,You won’t beat Trump by taking unpopular positions.,Trump
1669,"The trial of Roger J. Stone Jr., a longtime adviser to President Trump, who is charged with lying, obstruction and witness tampering, will begin Tuesday morning.",Trump
1670,"Lt. Col. Alexander S. Vindman, who testified this week in the impeachment inquiry, said he was told not to discuss a call in which President Trump pressed Ukraine’s president for investigations.",Trump
1671,"The president is among thousands of New Yorkers who move to Florida every year. Native Floridians weigh in with their best advice, like “the sun is not your friend.”",Trump
1672,A text exchange given to Congress as impeachment investigators questioned their first witness shows an internal dispute over whether the president was seeking a quid pro quo from Ukraine.,Trump
1673,The discussion was another instance of the president using American diplomacy for potential personal gain.,Trump
1674,"House Democrats rallied behind a measure setting out rules for the public phase of their impeachment inquiry into President Trump, endorsing the process.",Trump
1675,A new poll from The New York Times reveals which Democratic candidates may have a competitive edge against President Trump in battleground states.,Trump
1676,Why is Elizabeth Warren describing Latinos with a term that few would use themselves?,Trump
1677,Democrats believe the chairman of the House Intelligence Committee could be the man to bring down President Trump. This is how he’s running his investigation.,Trump
1678,Trump is not the first president to defy Congress. A struggle for power has been playing out since the nation’s founding — as its framers intended.,Trump
1679,The joke photo appeared to use an image from a 2017 Medal of Honor ceremony. The medal recipient was amused.,Trump
1680,"Since the United States withdrew from the 2015 nuclear pact and imposed economic sanctions, Iran has steadily backed away from the agreement.",Trump
1681,The release of the first two transcripts of testimony taken privately in the impeachment inquiry offered the public its first glimpse of how the investigation was unfolding.,Trump
1682,"As the new chairman of the Joint Chiefs of Staff, Gen. Mark A. Milley must manage the most consequential professional relationship of his life, with President Trump.",Trump
1683,"With a batch of nominees being considered Thursday, the president could soon have appointed a quarter of all federal appeals court judges.",Trump
1684,The efforts by presidential associates like Rudy Giuliani in Ukraine are helping set up a 2020 disinformation campaign.,Trump
1685,"Ms. White, a controversial figure even among evangelical Christians, will be overseeing a White House division that conducts outreach to key parts of the president’s base.",Trump
1686,"No Republicans and only two Democrats broke ranks, a sign that the inquiry is likely to remain a highly partisan affair.",Trump
1687,A movement built around limiting the burden that government places on citizens could be crushed by staggering debt.,Trump
1688,"President Trump compared the whistle-blower to a spy. The complainant has some legal protections, but there are gaps in the law, too.",Trump
1689,Mr. Parnas could offer Congress a vein of information about a political pressure campaign in Ukraine.,Trump
1690,"The new line of attack is a turnabout for Republicans, who for weeks had rallied around the cry of “no quid pro quo.”",Trump
1691,Decades of misrule have once again brought Haiti to the brink of collapse. Does anyone care?,Trump
1692,The Republican National Committee’s effort was meant to tie up phone lines of congressional Democrats as part of a broader plan to defend the president.,Trump
1693,"This year’s fire season in California has been affected by blackouts, climate change and a destructive fire two years ago.",Trump
1694,The vote wasn’t even close.,Trump
1695,The latest penalties against Iran were announced at a State Department forum condemning Tehran’s crackdown on human rights and religious freedoms.,Trump
1696,"George Papadopoulos, a former Trump campaign adviser who was convicted of lying to federal authorities, has filed to run for Congress as a Republican in California.",Trump
1697,Tehran has been scaling back compliance in retaliation for President Trump’s withdrawal from the 2015 agreement.,Trump
1698,"He was honored on the issue of criminal justice, where his record is shameful.",Trump
1699,"Congress was expecting the State Department’s independent watchdog to deliver a bombshell. Instead, it got a package of opposition research mixing fact and speculation.",Trump
1700,"He twice reported concerns about President Trump’s dealings with Ukraine, according to a draft statement.",Trump
1701,"The dog “is still in theater, returned to duty,” said Gen. Mark A. Milley, the chairman of the Joint Chiefs of Staff. But the name is still classified.",Trump
1702,"Not in the Cold War, not during Vietnam, not during Watergate did I ever fear more for my country.",Trump
1703,The former national security adviser is said to have been deeply alarmed by what he perceived as a campaign by the president’s inner circle to manipulate Ukraine policy for political gain.,Trump
1704,"Days before filing a whistle-blower complaint, a C.I.A. officer brought a vague version of his accusations to an aide on the House Intelligence Committee.",Trump
1705,"When he goes low, Democrats are supposed to go high. Except, it turns out, going low feels wonderful.",Trump
1706,Documents from the special counsel’s inquiry show that President Trump’s former campaign chairman shared the theory shortly after stolen Democratic emails were published that June.,Trump
1707,President Trump was booed at Game 5 of the World Series in Washington on Sunday. This was his first appearance at a baseball game since taking office.,Trump
1708,"President Trump angrily struck back at Democrats in sometimes profane terms, calling them “dishonest” and “corrupt” as they pursue impeachment.",Trump
1709,"Along with Toyota and Fiat Chrysler, the auto giant backed the administration in its clash with California over pollution standards.",Trump
1710,The Kentucky governor’s race has turned into a kind of testing ground to see how transgender issues could rally support for President Trump.,Trump
1711,The United States said it would impose tariffs after the World Trade Organization gave it permission to tax as much as $7.5 billion of European exports.,Trump
1712,"“You know how I know that killing bin Laden was a big deal? Because Obama never had to say that killing bin Laden was a big deal,” the “Late Show” host said Monday.",Trump
1713,"The law of presidential succession is broken, and it ought to be fixed immediately.",Trump
1714,"The United States, viewed as a champion of democracy, occupies a symbolic role in the protests. Activists now want President Trump to take a tougher stand against Beijing.",Trump
1715,"The vote mirrored one taken seven months ago, when lawmakers first tried to undo President Trump’s national emergency declaration to pay for a border wall.",Trump
1716,"In a freewheeling speech to police chiefs, President Trump also railed against impeachment, Jussie Smollett and Chicago’s violence.",Trump
1717,"Ralph Drollinger is on a mission to extend the influence he has in Washington around the world. Is he representing Jesus, the administration — or himself?",Trump
1718,"Lt. Col. Alexander S. Vindman, who heard President Trump’s July phone call with Ukraine’s president and was alarmed, testified that he tried and failed to add key details to the rough transcript.",Trump
1719,"As both sides prepare for a potential Senate impeachment showdown, the focus is on how quickly Republicans might move to jettison the accusations.",Trump
1720,The parents of a teenager killed in a motorcycle crash in Britain are also taking legal action against the American woman thought to be driving the car that struck him.,Trump
1721,"“He died like a dog. He died like a coward. The world is now a much safer place,” the president said.",Trump
1722,House Republicans broke from President Trump en masse for a second time this month to condemn his foreign policy in Syria.,Trump
1723,"Investigators have been building their case rapidly. But the closer they get to the president, the more complicated their work will become.",Trump
1724,Guy M. Snodgrass details Jim Mattis’s continuing struggles with Donald Trump up to the time of his resignation as secretary of defense.,Trump
1725,"During a speech in Chicago, President Trump disparaged his predecessors for not capturing the ISIS leader Abu Bakr al-Baghdadi, but did not explain how they had failed.",Trump
1726,"After a seven-game World Series in which both teams lost all their home games, the parade was the first opportunity for many fans to revel in the Nationals’ victory with the team.",Trump
1727,Mr. Mueller’s return to private practice at WilmerHale followed his more than two-year stint as special counsel in the Russia investigation.,Trump
1728,The Trump administration seeks to roll back an Obama-era rule that classified sexual orientation and gender identity as classes protected from discrimination.,Trump
1729,"The president needs a thesaurus and a therapist, though not necessarily in that order.",Trump
1730,A fractured House voted on the inquiry. A firsthand account of the Ukraine call. Bolton is summoned to testify.,Trump
1731,A ‘Medicare for all’ proposal would push the boundaries of taxing corporations and the rich to fund expanded government programs.,Trump
1732,"The American was safely evacuated, but the episode was the latest indication that Russian intimidation of American officials has reached levels unseen since the Cold War.",Trump
1733,"The company, led by a political ally of President Trump, is the latest casualty of a switch by utilities to natural gas and renewable energy sources.",Trump
1734,Mr. Trump announced that the leader of the Islamic State had been killed during a raid in Syria.,Trump
1735,"In his first visit as president to the nation’s third-largest city, Mr. Trump called Chicago’s police superintendent’s values a “disgrace.”",Trump
1736,"One day after President Trump hailed his own record on criminal justice and belittled Barack Obama’s, Democrats hit back at his record and history of racial demagogy.",Trump
1737,"While President Trump has expressed skepticism about violent white nationalism in the past, his Department of Homeland Security is now highlighting the issue.",Trump
1738,The campaign wants to retain supporters and find new ones as the president rages against impeachment. High-profile campaign officials like the president’s daughter-in-law are leading the effort.,Trump
1739,"In a graphic speech spent comparing the Islamic State leader Abu Bakr al-Baghdadi to a whimpering and suffering animal, President Trump said no American lives had been lost. Not even a four-legged one.",Trump
1740,A whistle-blower said advisers improperly restricted access to a record of President Trump’s Ukraine call. Here is how that storage system works.,Trump
1741,"In his first appearance at a Major League Baseball game since taking office, the president was booed at Game 5 of the World Series at Washington’s Nationals Park.",Trump
1742,"In Britain’s Brexit-scrambled politics, four parties are competing and the winning margins will be narrow. Nothing in this campaign is likely to go as the experts predict.",Trump
1743,They may be on respirators. But conscientious conservatives still count.,Trump
1744,"President Trump’s abrupt decision to pull forces from northern Syria forced the Pentagon to press ahead with a risky night operation that killed the ISIS leader, military officials said.",Trump
1745,"It’s not how he wanted to get to Washington, but now that he is here the junior senator from Utah is trying to make the most of it.",Trump
1746,Aides convinced President Trump that waiting until Sunday morning to announce Abu Bakr al-Baghdadi’s death would dominate the talk shows.,Trump
1747,"The treaty, disliked by President Trump, will run out in 14 months — and there is too little time to hammer out a new one, a Russian official said.",Trump
1748,The House Republican campaign arm sent empty boxes to the offices of Democrats who endorsed the impeachment inquiry. They were deemed suspicious packages.,Trump
1749,"Morning found the president on TV reliving a victory of the Obama years and evening, reliving one of its humiliations.",Trump
1750,The president lives to celebrate his own victimhood. What’s Lindsey Graham’s excuse?,Trump
1751,It took me a long time to find a new home for the belongings he left behind.,Trump
1752,Pete Wells on Peter Luger. Elizabeth Warren’s “Medicare for all” plan. Greta Gerwig’s “Little Women.” Thom Yorke. And more.,Trump
1753,"Chance also did double duty as the musical guest, and several more surprise guests stopped by the rally.",Trump
1754,President Trump’s hawkish support of Israel has led many Democrats to question the United States’ relationship with one of its closest allies.,Trump
1755,"Mr. Kelly’s comments appeared to pin the blame for the inquiry on the president’s embattled acting chief of staff, Mick Mulvaney.",Trump
1756,The announcement came as Russian and Turkish forces began their first joint patrol along the Syrian border.,Trump
1757,The penalties were announced as Congress investigates whether President Trump tried to enlist Ukraine’s leader in a smear campaign against one of his top Democratic challengers in 2020.,Trump
1758,Why has business confidence collapsed?,Trump
1759,"The biggest sales in October, though, were once again at 220 Central Park South, where apartments sold for $61 million and $55.5 million.",Trump
1760,House Democrats decided they now have enough evidence from their investigation to start making a case in public.,Trump
1761,And they don’t have to give up their principles to do it.,Trump
1762,"The Times reporters discuss the story they were surprised didn’t turn into bigger news, the executive actions with the longest-lasting impact, and partisanship in America.",Trump
1763,The president cast the death of the ISIS leader as validation of his disengagement strategy. But it required intelligence agencies and allies he has spurned.,Trump
1764,"President Trump made remarks to the United States Mission to the United Nations on Thursday, the same day a House committee released a declassified version of a complaint.",Trump
1765,"“He’s been a great crime fighter,” President Trump said of his personal lawyer. “He looks for corruption wherever he goes.”",Trump
1766,"After dismissing Syria as a land of “sand and death,” Mr. Trump is redeploying American troops around its oil fields. But how the U.S. might benefit from them is unclear.",Trump
1767,A whistle-blower’s complaint accused President Trump of using his office to try to get Ukraine to help him in 2020. The acting intelligence chief told Congress that the controversy is “unprecedented.”,Trump
1768,Stephen Colbert compared House Republicans standing by President Trump to the captain of the Titanic “asking you to handcuff yourself to the port-side rail and swallow the keys.”,Trump
1769,"The economy added 128,000 jobs in October, a figure that would have been higher without the General Motors strike and other factors.",Trump
1770,A dwindling group of Democrats does not back an impeachment inquiry against President Trump though they are concerned about allegations against him.,Trump
1771,House investigators are in talks to secure the testimony of an unlikely star witness.,Trump
1772,The reconstruction of call between the two leaders becomes a flash point in the evolving fight over impeachment.,Trump
1773,The heartland endures another mini-recession.,Trump
1774,"Even before the launch of a formal impeachment inquiry, the influence of Wayne LaPierre, the N.R.A.’s chief executive, on Mr. Trump has been clear.",Trump
1775,The president said the dog was chasing Abu Bakr al-Baghdadi in a darkened tunnel and was hurt when a suicide vest was detonated.,Trump
1776,"The Department of Homeland Security, about to lose its fourth leader in three years, is a laboratory of Trumpian chaos.",Trump
1777,"President Trump said in a nationally televised address that American forces targeted Abu Bakr al-Baghdadi, the head of the Islamic State, in an operation in Syria this weekend.",Trump
1778,"Two conservative lawmakers became the party’s only defectors in the House’s impeachment vote, warning that the process was “hopelessly partisan.”",Trump
1779,"Timothy Morrison, a National Security Council aide, said a top diplomat close to President Trump suggested a military aid package for Ukraine was conditioned on investigations into his political rivals.",Trump
1780,Candy corn divides the field.,Trump
1781,"In first major network sit-down since President Trump’s attacks on his family, Joe Biden called himself the Democratic front-runner and expressed fear that the Trump administration would cause lasting damage.",Trump
1782,The House of Representatives passed a resolution that approves rules for the impeachment inquiry into President Trump.,Trump
1783,"The president’s company plans to build 500 homes, 50 hotel cottages, and sports and retail complexes near Aberdeen, despite intense opposition from residents.",Trump
1784,The alarm among officials who heard the exchange between President Trump and his Ukrainian counterpart led to an extraordinary effort to keep many more people from learning about it.,Trump
1785,"It’s certainly special for Erdogan, Putin and al-Assad.",Trump
1786,"Almost nothing is known about the new leader of the Islamic State, including who he really is. The group’s announcement also warned America not to be happy.",Trump
1787,A merit-based system for hiring federal employees was created in reaction to the rampant corruption of the Gilded Age.,Trump
1788,"The Trump administration is expected today to roll back rules designed  to limit emissions of heavy metals like arsenic, lead and mercury from coal-fired power plants.",Trump
1789,"President Trump, speaking at Benedict College in South Carolina, said he had done more for black voters than any other president.",Trump
1790,The off-year state legislative elections next Tuesday will test whether Republicans can appeal to anti-Trump voters by running on issues that Democrats usually espouse.,Trump
1791,"“Our tone must be prayerful, respectful, solemn, worthy of the Constitution,” the House speaker privately told her colleagues as Democrats planned more subpoenas, including to Rudy Giuliani.",Trump
1792,"“You know what we used to do in the old days when we were smart with spies and treason, right?” the president asked a room full of American diplomats.",Trump
1793,And why are millennials turning to the occult?,Trump
1794,"Thursday: The Trump Organization recently removed the Trump name from signage at Central Park. The next day, the name had made a slight comeback at one ice rink.",Trump
1795,A look at the White House’s struggle to organize its messaging around impeachment.,Trump
1796,The president was not mentioned in the indictment of Lev Parnas and Igor Fruman. But then came a federal court hearing.,Trump
1797,"Once the comings and goings are done, the number of U.S. forces in Syria is expected to reach about 900 — close to the 1,000 troops on the ground when President Trump ordered the withdrawal.",Trump
